,Año,Trimestre,ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Total,Periodo,Hasta 512 kbps,Entre 512 Kbps y 1 Mbps,Entre 1 Mbps y 6 Mbps,Entre 6 Mbps y 10 Mbps,Entre 10 Mbps y 20 Mbps,Entre 20 Mbps y 30 Mbps,Más de 30 Mbps,OTROS,Banda ancha fija,Dial up,Provincia,Partido,Localidad,4G,3G,TELEFONIAFIJA,SATELITAL
0,2022.0,3.0,1.395.277,6.031.970,2.871.541,557.11,235.23,11.091.128,Jul-Sept 2022,61.93807968189137,240.1491454213153,5.049.640,859.413,967.508,1.250.366,3.500.882,253.3128738792629,7.842.778,19.869249324163928,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
1,2022.0,2.0,1.468.333,5.979.214,2.723.285,556.243,231.609,10.958.684,Abr-Jun 2022,55.4718610265065,365.8390308363758,5.049.640,859.413,967.508,1.250.366,3.500.882,248.0011496269811,7.842.778,25.870583533547876,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
2,2022.0,1.0,1.533.240,6.073.426,2.219.533,545.814,251.996,10.624.009,Ene-Mar 2022,-6.48138366864449,354.01296298394743,5.049.640,859.413,967.508,1.250.366,3.500.882,38.90932353938136,7.842.778,33.12511643899208,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
3,2021.0,4.0,1.657.615,5.984.240,2.072.236,523.107,252.596,10.489.794,Oct-Dic 2021,9.898890064932083,15.85169889744597,5.049.640,859.413,967.508,1.250.366,3.500.882,257.0162176028736,7.842.778,32.86060720400994,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
4,2021.0,3.0,1.950.631,5.826.257,1.566.048,492.415,250.19,10.085.541,Jul-Sept 2021,22.066416878450667,236.2895238900725,5.049.640,859.413,967.508,1.250.366,3.500.882,331.13153478370924,7.842.778,10.491575396198481,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
5,2021.0,2.0,2.018.587,5.641.731,1.472.246,476.968,253.552,9.863.084,Abr-Jun 2021,58.416970706312945,231.93958335004737,5.049.640,859.413,967.508,1.250.366,3.500.882,130.02749867249824,7.842.778,36.80410397849286,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
6,2021.0,1.0,2.175.211,5.424.782,1.362.976,434.548,250.455,9.647.972,Ene-Mar 2021,39.3385871793694,146.0416077700558,5.049.640,859.413,967.508,1.250.366,3.500.882,73.79675141709154,7.842.778,17.157357213402175,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
7,2020.0,4.0,2.213.949,5.371.824,1.311.199,421.554,253.036,9.571.562,Oct-Dic 2020,75.05060666639491,182.86355012936588,5.049.640,859.413,967.508,1.250.366,3.500.882,197.91072301435895,7.842.778,20.647472318196694,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
8,2020.0,3.0,2.263.889,5.259.351,1.170.879,413.259,248.821,9.356.199,Jul-Sept 2020,-0.23681607107623392,344.5432151005525,5.049.640,859.413,967.508,1.250.366,3.500.882,82.07697274085962,7.842.778,2.2800453564830185,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
9,2020.0,2.0,2.295.533,5.005.115,1.106.725,376.667,247.016,9.031.056,Abr-Jun 2020,74.82089010914096,355.7849482295102,5.049.640,859.413,967.508,1.250.366,3.500.882,362.20098062724264,7.842.778,20.923582231233414,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
10,2020.0,1.0,2.299.457,4.903.674,1.047.817,352.333,209.145,8.812.426,Ene-Mar 2020,50.33706975169902,527.3621483501851,5.049.640,859.413,967.508,1.250.366,3.500.882,258.3417410931801,7.842.778,8.002593075935694,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
11,2019.0,4.0,2.414.575,4.883.869,941.295,340.144,213.298,8.793.181,Oct-Dic 2019,40.54254613440814,464.7615042086985,5.049.640,859.413,967.508,1.250.366,3.500.882,151.9423471263456,7.842.778,11.542635346022113,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
12,2019.0,3.0,2.909.805,4.800.091,852.221,338.241,264.326,9.164.684,Jul-Sept 2019,38.34873881120197,158.92541476992125,5.049.640,859.413,967.508,1.250.366,3.500.882,39.9483905331284,7.842.778,31.732070945314398,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
13,2019.0,2.0,2.990.457,4.635.575,760.794,308.027,265.328,8.960.181,Abr-Jun 2019,42.616105264653186,406.23295364350844,5.049.640,859.413,967.508,1.250.366,3.500.882,-71.98212400202493,7.842.778,36.303013475427065,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
14,2019.0,1.0,3.132.789,4.435.439,637.099,276.419,166.389,8.648.135,Ene-Mar 2019,-9.857156906884214,495.80101447199775,5.049.640,859.413,967.508,1.250.366,3.500.882,263.7937618929925,7.842.778,8.351085043051846,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
15,2018.0,4.0,3.329.027,4.313.831,388.013,264.299,178.485,8.473.655,Oct-Dic 2018,5.258929227180694,153.1705382064289,5.049.640,859.413,967.508,1.250.366,3.500.882,67.27704341731055,7.842.778,35.45401713562359,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
16,2018.0,3.0,3.521.447,4.238.171,247.366,246.181,93.87,8.347.035,Jul-Sept 2018,25.71092158097002,627.6130845191701,5.049.640,859.413,967.508,1.250.366,3.500.882,280.4825806653182,7.842.778,26.291073166066333,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
17,2018.0,2.0,3.557.216,4.038.141,226.285,194.267,94.535,8.110.444,Abr-Jun 2018,28.693355805591807,191.34706538652665,5.049.640,859.413,967.508,1.250.366,3.500.882,239.5601781461202,7.842.778,27.25252888072113,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
18,2018.0,1.0,3.574.294,3.981.129,217.460,165.3,98.87,8.037.053,Ene-Mar 2018,117.79105606501383,214.1118090077376,5.049.640,859.413,967.508,1.250.366,3.500.882,310.3134270216847,7.842.778,32.623512085540774,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
19,2017.0,4.0,3.584.311,3.818.157,211.425,155.775,100.554,7.870.222,Oct-Dic 2017,22.601910112483733,-67.07767434180437,5.049.640,859.413,967.508,1.250.366,3.500.882,269.6652852646345,7.842.778,25.371190442667416,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
20,2017.0,3.0,3.622.575,3.670.221,193.964,106.443,131.74,7.724.943,Jul-Sept 2017,110.40713811151971,394.919179648964,5.049.640,859.413,967.508,1.250.366,3.500.882,82.28914363385412,7.842.778,29.17030422544496,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
21,2017.0,2.0,3.723.518,3.383.434,180.777,85.813,56.122,7.429.664,Abr-Jun 2017,8.780970121765492,135.4859505519774,5.049.640,859.413,967.508,1.250.366,3.500.882,85.75834540139425,7.842.778,10.174767877214085,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
22,2017.0,1.0,3.708.898,3.276.251,180.146,84.813,55.746,7.305.854,Ene-Mar 2017,-26.78223595177544,626.7556770580491,5.049.640,859.413,967.508,1.250.366,3.500.882,49.431215957810394,7.842.778,39.286947929400235,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
23,2016.0,4.0,3.722.794,3.210.602,178.070,85.119,55.088,7.251.673,Oct-Dic 2016,84.85378422497256,409.0690469600631,5.049.640,859.413,967.508,1.250.366,3.500.882,272.77612178761353,7.842.778,53.352507811947575,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
24,2016.0,3.0,3.776.442,3.124.855,169.898,81.455,54.3,7.206.950,Jul-Sept 2016,28.401994560933677,84.33986146881858,5.049.640,859.413,967.508,1.250.366,3.500.882,-3.4085453459525468,7.842.778,27.117254879914924,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
25,2016.0,2.0,3.782.085,3.035.272,167.788,85.452,59.482,7.130.079,Abr-Jun 2016,-86.78556020445461,294.1811079957455,5.049.640,859.413,967.508,1.250.366,3.500.882,-76.9410692454316,7.842.778,16.684002530633975,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
26,2016.0,1.0,3.792.493,2.806.359,164.371,85.37,58.763,6.907.356,Ene-Mar 2016,30.723360619147588,211.83610040789478,5.049.640,859.413,967.508,1.250.366,3.500.882,69.14089626118628,7.842.778,3.5628683952750215,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
27,2015.0,4.0,3.803.024,2.898.226,139.187,85.726,58.668,6.984.831,Oct-Dic 2015,31.224028536774764,-3.6421737533087537,5.049.640,859.413,967.508,1.250.366,3.500.882,64.49502079506811,7.842.778,13.735588054618226,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
28,2015.0,3.0,3.788.696,2.840.203,162.663,84.53,58.976,6.935.068,Jul-Sept 2015,66.07479922777847,227.6289054291658,5.049.640,859.413,967.508,1.250.366,3.500.882,199.33210477182968,7.842.778,35.398468536582705,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
29,2015.0,2.0,3.767.821,2.756.294,150.839,82.077,59.157,6.816.188,Abr-Jun 2015,89.1074460989387,231.54038296887077,5.049.640,859.413,967.508,1.250.366,3.500.882,64.8027822868638,7.842.778,24.956022775822063,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
30,2015.0,1.0,3.756.153,2.668.248,168.188,79.098,66.045,6.737.732,Ene-Mar 2015,56.83026517209298,3.4985821504276373,5.049.640,859.413,967.508,1.250.366,3.500.882,105.13678979765376,7.842.778,34.21248352891341,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
31,2014.0,4.0,3.764.038,2.536.219,149.682,76.984,71.573,6.598.496,Oct-Dic 2014,24.09983712957445,65.57953387929413,5.049.640,859.413,967.508,1.250.366,3.500.882,49.86751485341354,7.842.778,26.983749615765483,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
32,2014.0,3.0,3.714.764,2.569.868,155.494,85.096,70.049,6.595.271,Jul-Sept 2014,64.53361009964877,218.43937483941102,5.049.640,859.413,967.508,1.250.366,3.500.882,-82.78150390970387,7.842.778,20.20154038467326,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
33,2014.0,2.0,3.708.882,2.461.670,149.363,72.405,72.148,6.464.468,Abr-Jun 2014,67.80067701740893,473.1678233833269,5.049.640,859.413,967.508,1.250.366,3.500.882,108.04986868734795,7.842.778,18.259131725905576,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
34,2014.0,1.0,3.697.066,2.407.330,150.323,70.749,72.93,6.398.398,Ene-Mar 2014,39.12415614225982,88.75247650677804,5.049.640,859.413,967.508,1.250.366,3.500.882,240.11878891438732,7.842.778,25.76407552889813,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
35,2022.0,3.0,1.395.277,6.031.970,2.871.541,557.11,235.23,11.091.128,Jul-Sept 2022,-29.63358835157397,334.1387026750894,5.049.640,859.413,967.508,1.250.366,3.500.882,135.80113782247003,7.842.778,10.356623590865519,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
36,2022.0,2.0,1.468.333,5.979.214,2.723.285,556.243,231.609,10.958.684,Abr-Jun 2022,87.75673104368718,123.20383538546304,5.049.640,859.413,967.508,1.250.366,3.500.882,52.198774550026,7.842.778,29.07684771582894,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
37,2022.0,1.0,1.533.240,6.073.426,2.219.533,545.814,251.996,10.624.009,Ene-Mar 2022,39.29244571441215,266.5558226260792,5.049.640,859.413,967.508,1.250.366,3.500.882,73.28807807759239,7.842.778,28.155667129857996,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
38,2021.0,4.0,1.657.615,5.984.240,2.072.236,523.107,252.596,10.489.794,Oct-Dic 2021,55.51670664860123,244.07731031980205,5.049.640,859.413,967.508,1.250.366,3.500.882,97.39770849822722,7.842.778,32.411300853857156,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
39,2021.0,3.0,1.950.631,5.826.257,1.566.048,492.415,250.19,10.085.541,Jul-Sept 2021,25.548094153268234,178.0683600500975,5.049.640,859.413,967.508,1.250.366,3.500.882,105.36181045239104,7.842.778,31.196734461636137,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
40,2021.0,2.0,2.018.587,5.641.731,1.472.246,476.968,253.552,9.863.084,Abr-Jun 2021,-40.322226568491295,418.4101477863256,5.049.640,859.413,967.508,1.250.366,3.500.882,36.414734971910505,7.842.778,33.237558737113545,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
41,2021.0,1.0,2.175.211,5.424.782,1.362.976,434.548,250.455,9.647.972,Ene-Mar 2021,108.46849176011276,353.2371046253129,5.049.640,859.413,967.508,1.250.366,3.500.882,110.63677297984123,7.842.778,36.11450210140615,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
42,2020.0,4.0,2.213.949,5.371.824,1.311.199,421.554,253.036,9.571.562,Oct-Dic 2020,84.11706716670409,541.7642236324476,5.049.640,859.413,967.508,1.250.366,3.500.882,184.55773823517364,7.842.778,24.91667068691448,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
43,2020.0,3.0,2.263.889,5.259.351,1.170.879,413.259,248.821,9.356.199,Jul-Sept 2020,46.518744064705274,265.3218601764867,5.049.640,859.413,967.508,1.250.366,3.500.882,229.61211333689204,7.842.778,-2.2547923260630967,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
44,2020.0,2.0,2.295.533,5.005.115,1.106.725,376.667,247.016,9.031.056,Abr-Jun 2020,108.8806309760153,112.42662168578067,5.049.640,859.413,967.508,1.250.366,3.500.882,-86.05922792687497,7.842.778,29.825525649170455,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
45,2020.0,1.0,2.299.457,4.903.674,1.047.817,352.333,209.145,8.812.426,Ene-Mar 2020,96.66674149239165,251.926308172297,5.049.640,859.413,967.508,1.250.366,3.500.882,171.9682518955618,7.842.778,24.71149102195066,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
46,2019.0,4.0,2.414.575,4.883.869,941.295,340.144,213.298,8.793.181,Oct-Dic 2019,103.91648434962514,12.360493346430644,5.049.640,859.413,967.508,1.250.366,3.500.882,113.85728335212332,7.842.778,13.488148960759201,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
47,2019.0,3.0,2.909.805,4.800.091,852.221,338.241,264.326,9.164.684,Jul-Sept 2019,103.61952975629923,141.64214421532333,5.049.640,859.413,967.508,1.250.366,3.500.882,173.69307918395396,7.842.778,24.8432319601985,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
48,2019.0,2.0,2.990.457,4.635.575,760.794,308.027,265.328,8.960.181,Abr-Jun 2019,47.465300559048316,-57.28401194694885,5.049.640,859.413,967.508,1.250.366,3.500.882,177.99328797232874,7.842.778,32.574889143101764,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
49,2019.0,1.0,3.132.789,4.435.439,637.099,276.419,166.389,8.648.135,Ene-Mar 2019,-38.564469466447996,81.46865046078076,5.049.640,859.413,967.508,1.250.366,3.500.882,84.09084291795212,7.842.778,27.400753164598324,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
50,2018.0,4.0,3.329.027,4.313.831,388.013,264.299,178.485,8.473.655,Oct-Dic 2018,114.73390196374436,546.8451394143308,5.049.640,859.413,967.508,1.250.366,3.500.882,136.39425206186436,7.842.778,20.857362421601838,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
51,2018.0,3.0,3.521.447,4.238.171,247.366,246.181,93.87,8.347.035,Jul-Sept 2018,51.93020836172934,335.11411636973736,5.049.640,859.413,967.508,1.250.366,3.500.882,370.00766019538656,7.842.778,29.087432504021614,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
52,2018.0,2.0,3.557.216,4.038.141,226.285,194.267,94.535,8.110.444,Abr-Jun 2018,131.8374365786523,-11.321124326027928,5.049.640,859.413,967.508,1.250.366,3.500.882,50.532445651832305,7.842.778,33.297568001344914,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
53,2018.0,1.0,3.574.294,3.981.129,217.460,165.3,98.87,8.037.053,Ene-Mar 2018,-0.5436268461709162,441.48830854864684,5.049.640,859.413,967.508,1.250.366,3.500.882,126.312290429014,7.842.778,36.540406921900285,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
54,2017.0,4.0,3.584.311,3.818.157,211.425,155.775,100.554,7.870.222,Oct-Dic 2017,-11.183996153158702,635.8514982397417,5.049.640,859.413,967.508,1.250.366,3.500.882,17.144251894021224,7.842.778,36.400674983481196,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
55,2017.0,3.0,3.622.575,3.670.221,193.964,106.443,131.74,7.724.943,Jul-Sept 2017,98.57878327651463,326.65620432375385,5.049.640,859.413,967.508,1.250.366,3.500.882,170.5200324476099,7.842.778,22.141449229278795,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
56,2017.0,2.0,3.723.518,3.383.434,180.777,85.813,56.122,7.429.664,Abr-Jun 2017,50.09733734496691,521.0418146494949,5.049.640,859.413,967.508,1.250.366,3.500.882,-49.101474394967994,7.842.778,30.85037325861508,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
57,2017.0,1.0,3.708.898,3.276.251,180.146,84.813,55.746,7.305.854,Ene-Mar 2017,-60.84213389995484,430.87394683812283,5.049.640,859.413,967.508,1.250.366,3.500.882,13.716665746639933,7.842.778,8.974471868206036,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
58,2016.0,4.0,3.722.794,3.210.602,178.070,85.119,55.088,7.251.673,Oct-Dic 2016,-1.8852786752534314,260.6025659530097,5.049.640,859.413,967.508,1.250.366,3.500.882,229.96738443503853,7.842.778,19.03031884622441,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
59,2016.0,3.0,3.776.442,3.124.855,169.898,81.455,54.3,7.206.950,Jul-Sept 2016,12.360009911311288,314.9738654617017,5.049.640,859.413,967.508,1.250.366,3.500.882,59.71267539130132,7.842.778,24.66778138410675,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
60,2016.0,2.0,3.782.085,3.035.272,167.788,85.452,59.482,7.130.079,Abr-Jun 2016,0.910903437250937,360.0413805610166,5.049.640,859.413,967.508,1.250.366,3.500.882,258.7341132689387,7.842.778,21.75922557870665,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
61,2016.0,1.0,3.792.493,2.806.359,164.371,85.37,58.763,6.907.356,Ene-Mar 2016,-35.00333965184854,621.8899841144536,5.049.640,859.413,967.508,1.250.366,3.500.882,41.46272419318076,7.842.778,19.112048699564475,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
62,2015.0,4.0,3.803.024,2.898.226,139.187,85.726,58.668,6.984.831,Oct-Dic 2015,37.23680544605741,140.56887281149608,5.049.640,859.413,967.508,1.250.366,3.500.882,144.2040795551866,7.842.778,26.085757125697903,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
63,2015.0,3.0,3.788.696,2.840.203,162.663,84.53,58.976,6.935.068,Jul-Sept 2015,33.54595261509864,380.83074168718616,5.049.640,859.413,967.508,1.250.366,3.500.882,53.04801743245143,7.842.778,14.565458405741825,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
64,2015.0,2.0,3.767.821,2.756.294,150.839,82.077,59.157,6.816.188,Abr-Jun 2015,65.79781929750364,325.05755203150017,5.049.640,859.413,967.508,1.250.366,3.500.882,71.05752129525024,7.842.778,36.14831408515818,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
65,2015.0,1.0,3.756.153,2.668.248,168.188,79.098,66.045,6.737.732,Ene-Mar 2015,87.46701553412291,390.35417097205845,5.049.640,859.413,967.508,1.250.366,3.500.882,151.8992286566833,7.842.778,21.338570655641433,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
66,2014.0,4.0,3.764.038,2.536.219,149.682,76.984,71.573,6.598.496,Oct-Dic 2014,132.4412966653456,305.14114424636637,5.049.640,859.413,967.508,1.250.366,3.500.882,124.11842744553944,7.842.778,11.107806877582965,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
67,2014.0,3.0,3.714.764,2.569.868,155.494,85.096,70.049,6.595.271,Jul-Sept 2014,44.19543159997307,207.77277024042974,5.049.640,859.413,967.508,1.250.366,3.500.882,78.23505135520263,7.842.778,35.44549196195485,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
68,2014.0,2.0,3.708.882,2.461.670,149.363,72.405,72.148,6.464.468,Abr-Jun 2014,127.774197736155,83.7868938981795,5.049.640,859.413,967.508,1.250.366,3.500.882,260.8756625867152,7.842.778,25.537234418113027,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
69,2014.0,1.0,3.697.066,2.407.330,150.323,70.749,72.93,6.398.398,Ene-Mar 2014,-26.862105569208786,-65.24308142063654,5.049.640,859.413,967.508,1.250.366,3.500.882,104.53387318715379,7.842.778,22.756494389912064,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
70,2022.0,3.0,SI,2.756.294,226.285,632.7471426229758,197.95660949791457,11.091.128,Oct-Dic 2014,33.013,96.727,1.161.370,1.151.906,823.505,479.822,6.995.750,349.035,7.842.778,20.70097261001421,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
71,2022.0,2.0,SI,2.756.294,226.285,-105.72216656464616,134.96229653885365,10.958.684,Oct-Dic 2014,33.667,99.498,1.193.090,1.197.030,856.562,485.321,6.741.922,351.594,7.842.778,31.031678954709186,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
72,2022.0,1.0,SI,2.756.294,226.285,133.71185845882547,238.68486161511652,10.624.009,Oct-Dic 2014,34.89,104.84,1.263.273,1.209.148,967.508,509.830,6.336.187,198.333,7.842.778,33.64654738865513,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
73,2021.0,4.0,SI,2.756.294,226.285,62.33405059736299,146.62432087376018,10.489.794,Oct-Dic 2014,41.262,28.521,1.413.208,1.245.333,976.539,558.358,6.032.322,194.251,7.842.778,-4.317638000632044,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
74,2021.0,3.0,SI,2.756.294,226.285,184.54478317539505,55.80986811612486,10.085.541,Oct-Dic 2014,40.174,41.437,2.550.229,1.095.772,710.122,536.364,4.948.174,163.269,7.842.778,31.279060682317173,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
75,2021.0,2.0,SI,2.756.294,226.285,127.12794472228299,176.54894467606456,9.863.084,Oct-Dic 2014,40.172,42.024,2.531.271,1.080.279,693.277,647.401,4.661.291,167.369,7.842.778,16.99626860047286,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
76,2021.0,1.0,SI,2.756.294,226.285,431.3320728825679,229.2370143211636,9.647.972,Oct-Dic 2014,39.487,41.674,2.593.477,1.072.722,737.930,595.920,4.379.965,186.797,7.842.778,27.13012420250445,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
77,2020.0,4.0,SI,2.756.294,226.285,200.05451450937818,103.27118591048904,9.571.562,Oct-Dic 2014,39.51,42.185,2.622.638,1.073.875,786.595,582.420,4.239.237,185.102,7.842.778,32.199443615778726,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
78,2020.0,3.0,SI,2.756.294,226.285,167.71164985778736,84.79468813240445,9.356.199,Oct-Dic 2014,41.038,44.005,2.637.984,1.040.017,799.350,538.567,4.053.461,201.777,7.842.778,17.788930798099862,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
79,2020.0,2.0,SI,2.756.294,226.285,63.87444340995316,164.58611646247735,9.031.056,Oct-Dic 2014,41.038,48.69,2.651.502,1.053.107,807.775,523.437,3.711.499,194.008,7.842.778,13.093755978875556,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
80,2020.0,1.0,SI,2.756.294,226.285,434.31376994084985,193.4601005581575,8.812.426,Oct-Dic 2014,42.55,56.17,2.649.819,1.022.014,814.470,532.309,3.500.882,194.212,7.842.778,17.03630131499418,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
81,2019.0,4.0,SI,2.756.294,226.285,437.4073492605977,313.1026653586761,8.793.181,Oct-Dic 2014,38.272,28.98,2.792.307,1.046.128,851.619,1.004.083,2.830.746,201.046,7.842.778,15.273950834574759,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
82,2019.0,3.0,SI,2.756.294,226.285,601.174784649316,58.44315520480929,9.164.684,Oct-Dic 2014,241.713,80.599,3.309.137,1.026.859,806.466,1.141.545,2.314.898,243.467,7.842.778,25.66043510555647,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
83,2019.0,2.0,SI,2.756.294,226.285,554.4242137162319,98.6664278869626,8.960.181,Oct-Dic 2014,202.79,95.98,3.444.458,871.142,1.169.632,1.250.366,1.677.830,247.983,7.842.778,29.55553079299037,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
84,2019.0,1.0,SI,2.756.294,226.285,320.53980310329035,177.16862616531182,8.648.135,Oct-Dic 2014,166.573,195.706,3.428.759,882.836,1.464.748,1.244.215,1.138.728,126.57,7.842.778,33.2029639368272,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
85,2018.0,4.0,SI,2.756.294,226.285,135.3250883558334,310.7772633433539,8.473.655,Oct-Dic 2014,138.74,201.196,3.337.982,882.388,1.472.634,1.688.748,599.579,152.388,7.842.778,12.304417585575415,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
86,2018.0,3.0,SI,2.756.294,226.285,159.24627372517625,107.10057435607604,8.347.035,Oct-Dic 2014,5.675,220.589,3.401.277,859.413,1.607.137,1.571.692,524.777,156.475,7.842.778,29.937207981308962,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
87,2018.0,2.0,SI,2.756.294,226.285,538.8293195199853,121.34946352406868,8.110.444,Oct-Dic 2014,5.972,219.467,3.316.868,979.416,1.905.839,1.000.036,444.391,238.455,7.842.778,5.0692203716676225,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
88,2018.0,1.0,SI,2.756.294,226.285,213.0299104046839,187.63156126888282,8.037.053,Oct-Dic 2014,7.309,215.406,3.272.724,976.956,2.068.087,862.010,397.977,236.584,7.842.778,15.205913208409081,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
89,2017.0,4.0,SI,2.756.294,226.285,428.1183702869582,240.92928613493623,7.870.222,Oct-Dic 2014,15.041,221.474,3.773.159,1.005.545,1.730.353,631.946,337.559,155.145,7.842.778,28.519320512246974,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
90,2017.0,3.0,SI,2.756.294,226.285,147.92779564018542,221.501586548491,7.553.629,Oct-Dic 2014,19.022,217.997,4.062.226,1.062.810,1.592.304,353.480,245.790,0.0,7.842.778,13.148123465280408,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
91,2017.0,2.0,SI,2.756.294,226.285,-15.871277950334218,202.80328000028385,7.323.717,Oct-Dic 2014,22.366,222.766,4.416.065,990.281,1.342.000,231.604,98.635,0.0,7.842.778,25.667151520187346,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
92,2017.0,1.0,SI,2.756.294,226.285,371.32282848760326,293.15347938840205,7.199.018,Oct-Dic 2014,20.653,230.159,4.584.534,975.027,1.129.987,210.668,47.990,0.0,7.842.778,37.82313087993998,BUENOS AIRES,La Capital,San Enrique,SI,SI,SI,SI
