,Año,Trimestre,ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Total,Periodo,Hasta 512 kbps,Entre 512 Kbps y 1 Mbps,Entre 1 Mbps y 6 Mbps,Entre 6 Mbps y 10 Mbps,Entre 10 Mbps y 20 Mbps,Entre 20 Mbps y 30 Mbps,Más de 30 Mbps,OTROS,Banda ancha fija,Dial up,Provincia,Partido,Localidad,4G,3G,TELEFONIAFIJA,SATELITAL
869,2015.9227083989176,3.1893213887064626,SI,2.756.294,226.285,196.04927640824224,201.50324364629643,9.571.562,Oct-Dic 2014,25.134430925630628,639.9720390423745,5.049.640,859.413,967.508,1.250.366,3.500.882,132.19292439827282,7.842.778,30.19842932071846,TUCUMAN,Yerba Buena,Villa Carmela,SI,SI,SI,SI
870,2022.1393272521561,2.3636995387682584,SI,2.756.294,226.285,301.4748485960213,217.26825291849337,9.571.562,Oct-Dic 2014,48.08357431708127,58.93955362391162,5.049.640,859.413,967.508,1.250.366,3.500.882,-69.69195493605332,7.842.778,32.63309869272929,TUCUMAN,Yerba Buena,Villa San Javier,SI,SI,SI,SI
871,2019.4187062181193,2.0838267749923545,SI,2.756.294,226.285,298.30941167593176,221.9388184011184,9.571.562,Oct-Dic 2014,79.69476297411194,261.23410448988284,5.049.640,859.413,967.508,1.250.366,3.500.882,70.01003512338404,7.842.778,24.410138752634058,TUCUMAN,Yerba Buena,Yerba Buena - Marcos Paz,SI,SI,SI,SI
872,2016.3990507302115,2.9787351137511324,SI,2.756.294,226.285,102.37758265611635,205.07157576161399,9.571.562,Oct-Dic 2014,31.53188216841762,-63.45135094240834,5.049.640,859.413,967.508,1.250.366,3.500.882,153.71428464969762,7.842.778,20.300664869982445,SANTA FE,San Lorenzo,San Lorenzo,SI,SI,SI,SI
873,2015.1682841526729,2.982383472669908,SI,2.756.294,226.285,282.5204112568497,133.91326747462224,9.571.562,Oct-Dic 2014,22.81745863746317,244.98409745444224,5.049.640,859.413,967.508,1.250.366,3.500.882,23.9867939618304,7.842.778,3.872709144384686,SANTA FE,San Lorenzo,Timbúes,SI,SI,SI,SI
874,2021.1445383913374,3.151909680779105,SI,2.756.294,226.285,39.56312841196279,93.03159973338515,9.571.562,Oct-Dic 2014,72.7764470792397,508.89895707249013,5.049.640,859.413,967.508,1.250.366,3.500.882,-36.598436934007,7.842.778,0.7664411165217011,SANTA FE,San Lorenzo,Villa Elvira,SI,SI,SI,SI
875,2016.8201765236697,3.6373907265622325,SI,2.756.294,226.285,48.48310090121595,161.17123612643368,9.571.562,Oct-Dic 2014,109.59132641565427,145.3703774993519,5.049.640,859.413,967.508,1.250.366,3.500.882,65.18557912483041,7.842.778,31.507054452854877,SANTA FE,San Lorenzo,Villa Mugueta,SI,SI,SI,SI
876,2013.6967122267263,-0.5180174201815992,SI,2.756.294,226.285,532.606514617963,173.54088185504364,9.571.562,Oct-Dic 2014,116.29163139484169,276.52112277953927,5.049.640,859.413,967.508,1.250.366,3.500.882,27.689003235785577,7.842.778,25.896350699285126,SANTA FE,San Martín,Cañada Rosquín,SI,SI,SI,SI
877,2020.7882490781662,2.3870906537976664,SI,2.756.294,226.285,93.82965082968107,190.7567726738875,9.571.562,Oct-Dic 2014,14.72791082590907,251.320726452335,5.049.640,859.413,967.508,1.250.366,3.500.882,142.96028928028963,7.842.778,35.61241679643831,SANTA FE,San Martín,Carlos Pellegrini,SI,SI,SI,SI
878,2018.271155289389,2.6835745801426034,SI,2.756.294,226.285,244.51215169615088,121.47941372061435,9.571.562,Oct-Dic 2014,176.19128398974286,491.7779428300631,5.049.640,859.413,967.508,1.250.366,3.500.882,110.77000910449513,7.842.778,20.103808961394872,SANTA FE,San Martín,Casas,SI,SI,SI,SI
879,2020.7932309013568,1.2416479480098745,SI,2.756.294,226.285,461.72214286246253,115.8884939518461,9.571.562,Oct-Dic 2014,71.11545597499436,661.083036996152,5.049.640,859.413,967.508,1.250.366,3.500.882,143.84885648499446,7.842.778,21.598750851936604,SANTA FE,San Martín,Castelar,SI,SI,SI,SI
880,2008.552011227029,0.9945541685346282,SI,2.756.294,226.285,107.41109581431877,240.18070287857603,9.571.562,Oct-Dic 2014,155.42867263123176,354.1584150003242,5.049.640,859.413,967.508,1.250.366,3.500.882,187.7892693166887,7.842.778,11.313610638101816,SANTA FE,San Martín,Colonia Belgrano,SI,SI,SI,SI
881,2014.331890491922,3.1170248958994264,SI,2.756.294,226.285,60.84304949070574,31.920971181199633,9.571.562,Oct-Dic 2014,-4.589835436081692,383.952916132062,5.049.640,859.413,967.508,1.250.366,3.500.882,-152.0046442839463,7.842.778,30.139751236739375,SANTA FE,San Martín,Crispi,SI,SI,SI,SI
882,2013.940279576673,2.447674053385863,SI,2.756.294,226.285,388.3204411858021,22.912853360748883,9.571.562,Oct-Dic 2014,44.01517094402986,39.52735368219612,5.049.640,859.413,967.508,1.250.366,3.500.882,47.721724497022535,7.842.778,15.555795947289415,SANTA FE,San Martín,El Trébol,SI,SI,SI,SI
883,2015.4451670889296,4.100942557159089,SI,2.756.294,226.285,248.65317294898097,229.05740353612782,9.571.562,Oct-Dic 2014,-10.564039509112604,546.189587310015,5.049.640,859.413,967.508,1.250.366,3.500.882,206.5204874422057,7.842.778,38.27673934104596,SANTA FE,San Martín,Landeta,SI,SI,SI,SI
884,2017.7660863192023,-0.2938345684767376,SI,2.756.294,226.285,256.7371726359593,260.04833124154885,9.571.562,Oct-Dic 2014,117.09341043832751,72.8769340203792,5.049.640,859.413,967.508,1.250.366,3.500.882,231.10466363500507,7.842.778,1.1091038325852765,SANTA FE,San Martín,Las Bandurrias,SI,SI,SI,SI
885,2017.9268917772686,3.993450019592898,SI,2.756.294,226.285,-18.706733103803515,295.0165357498406,9.571.562,Oct-Dic 2014,102.70434129180046,104.99210621857702,5.049.640,859.413,967.508,1.250.366,3.500.882,152.18171182614276,7.842.778,22.22969467431258,SANTA FE,San Martín,Las Petacas,SI,SI,SI,SI
886,2023.5830975442097,2.8273147487580257,SI,2.756.294,226.285,252.95863093447636,92.45542070022503,9.571.562,Oct-Dic 2014,124.17238261309478,314.22778949330166,5.049.640,859.413,967.508,1.250.366,3.500.882,-19.257663582992706,7.842.778,15.927075779333341,SANTA FE,San Martín,Los Cardos,SI,SI,SI,SI
887,2020.2939493688841,2.850153267372831,SI,2.756.294,226.285,423.8354212171949,85.18170407485462,9.571.562,Oct-Dic 2014,-20.315914232523774,516.3275084575444,5.049.640,859.413,967.508,1.250.366,3.500.882,39.10589953627279,7.842.778,19.39550387151923,SANTA FE,San Martín,María Susana,SI,SI,SI,SI
888,2013.7731698283126,1.3499694923600374,SI,2.756.294,226.285,278.62806225836204,183.78636019111843,9.571.562,Oct-Dic 2014,94.58723296590243,172.1542317116302,5.049.640,859.413,967.508,1.250.366,3.500.882,37.116363269505726,7.842.778,25.652231661534184,SANTA FE,San Martín,Piamonte,SI,SI,SI,SI
889,2015.6419683421652,2.1360877304282684,SI,2.756.294,226.285,163.86832375378376,142.60015218272088,9.571.562,Oct-Dic 2014,-27.700326766756184,254.96404851577822,5.049.640,859.413,967.508,1.250.366,3.500.882,248.40393894140152,7.842.778,45.76839668201302,SANTA FE,San Martín,San Jorge,SI,SI,SI,SI
890,2013.2954874704847,0.3301424805121602,SI,2.756.294,226.285,-131.15107023973007,92.34627954319528,9.571.562,Oct-Dic 2014,46.71168599156805,324.2440281477899,5.049.640,859.413,967.508,1.250.366,3.500.882,214.13253224150372,7.842.778,42.89669369922414,SANTA FE,San Martín,San Martín de las Escobas,SI,SI,SI,SI
891,2017.4200019083578,1.5062827840926047,SI,2.756.294,226.285,166.45599981383708,132.21736495891722,9.571.562,Oct-Dic 2014,58.53335036254485,246.88319639487395,5.049.640,859.413,967.508,1.250.366,3.500.882,92.37950427436039,7.842.778,24.839928049319383,SANTA FE,San Martín,Sastre,SI,SI,SI,SI
892,2016.7950473545109,2.5593542361084296,SI,2.756.294,226.285,305.30778914642747,41.21552742638559,9.571.562,Oct-Dic 2014,124.35591773076814,283.5294215322507,5.049.640,859.413,967.508,1.250.366,3.500.882,-16.767047007516624,7.842.778,22.032999027470442,SANTA FE,San Martín,Traill,SI,SI,SI,SI
893,2021.973701040153,3.0352294565948315,SI,2.756.294,226.285,186.6785503573881,121.95377693480113,9.571.562,Oct-Dic 2014,91.04844392517522,78.37820940727872,5.049.640,859.413,967.508,1.250.366,3.500.882,26.735926078868516,7.842.778,29.81297422319394,SANTA FE,San Martín,Wildermuth (Est. Granadero B. Bustos),SI,SI,SI,SI
894,2017.3362445084103,1.6833017007924191,SI,2.756.294,226.285,-237.44356467262924,6.764769432088855,9.571.562,Oct-Dic 2014,31.743492257709757,197.84502235747897,5.049.640,859.413,967.508,1.250.366,3.500.882,22.394812839372634,7.842.778,16.998244490201262,SANTA FE,Vera,Calchaquí,SI,SI,SI,SI
895,2015.9750645098216,1.786405855865247,SI,2.756.294,226.285,93.59871449087532,23.21039203543772,9.571.562,Oct-Dic 2014,-12.769911487447722,262.3879581881715,5.049.640,859.413,967.508,1.250.366,3.500.882,8.697260002403638,7.842.778,24.528181248109707,SANTA FE,Vera,Cañada Ombú,SI,SI,SI,SI
896,2018.705650708663,2.6067215793157716,SI,2.756.294,226.285,304.0572691183393,13.995500819229619,9.571.562,Oct-Dic 2014,138.16903466967406,405.5615479851117,5.049.640,859.413,967.508,1.250.366,3.500.882,118.43034660598919,7.842.778,33.341572150775654,SANTA FE,Vera,Colmena,SI,SI,SI,SI
897,2019.2446405969683,3.6749003126735422,SI,2.756.294,226.285,232.2457820404371,100.0784649788141,9.571.562,Oct-Dic 2014,60.99863238166104,144.4825901215337,5.049.640,859.413,967.508,1.250.366,3.500.882,38.80084540520966,7.842.778,39.570555054908525,SANTA FE,Vera,Fortín Olmos,SI,SI,SI,SI
898,2017.0160301839635,4.059717277375065,SI,2.756.294,226.285,394.5669658260233,100.17036007924392,9.571.562,Oct-Dic 2014,61.399542030484945,134.32760731671306,5.049.640,859.413,967.508,1.250.366,3.500.882,174.28753709989346,7.842.778,20.362379084187843,SANTA FE,Vera,Garabato,SI,SI,SI,SI
899,2016.3076127549016,3.474061432311514,SI,2.756.294,226.285,160.19970627895307,38.37116203476296,9.571.562,Oct-Dic 2014,63.22333728221792,624.7395762970773,5.049.640,859.413,967.508,1.250.366,3.500.882,113.53329719262265,7.842.778,22.157044761123075,SANTA FE,Vera,Golondrina,SI,SI,SI,SI
900,2015.3745788467108,1.7610092052476607,SI,2.756.294,226.285,226.0557764010623,93.49217177470416,9.571.562,Oct-Dic 2014,-14.691317784702399,73.28336698406446,5.049.640,859.413,967.508,1.250.366,3.500.882,184.5554807601764,7.842.778,18.856015305319566,SANTA FE,Vera,Intiyaco,SI,SI,SI,SI
901,2016.9963234302068,1.1373299283516314,SI,2.756.294,226.285,248.9829297734951,137.42963705435406,9.571.562,Oct-Dic 2014,77.42850159467847,677.9071154288508,5.049.640,859.413,967.508,1.250.366,3.500.882,23.637239329132512,7.842.778,15.10637466644554,SANTA FE,Vera,Kilómetro 115,SI,SI,SI,SI
902,2017.8311382389227,3.9627456044488314,SI,2.756.294,226.285,639.6595105900636,124.50912442890213,9.571.562,Oct-Dic 2014,-5.831064220960037,27.54356049845822,5.049.640,859.413,967.508,1.250.366,3.500.882,138.70126290490924,7.842.778,7.738840858368839,SANTA FE,Vera,La Gallareta,SI,SI,SI,SI
903,2010.2539372654157,2.9711004751393277,SI,2.756.294,226.285,36.124785855491155,58.49531401806844,9.571.562,Oct-Dic 2014,51.32010993364575,296.6028041959836,5.049.640,859.413,967.508,1.250.366,3.500.882,199.43414180678562,7.842.778,16.5990980976352,SANTA FE,Vera,Los Amores,SI,SI,SI,SI
904,2022.7139649701762,2.4525850794966817,SI,2.756.294,226.285,150.3739994082904,134.76495387315887,9.571.562,Oct-Dic 2014,103.81243430958943,392.0213014764982,5.049.640,859.413,967.508,1.250.366,3.500.882,279.3830406321805,7.842.778,35.44159743983866,SANTA FE,Vera,Margarita,SI,SI,SI,SI
905,2015.3560431553647,2.661766397839933,SI,2.756.294,226.285,96.97164192720555,307.34109636229675,9.571.562,Oct-Dic 2014,0.2545625825078659,276.68501087844015,5.049.640,859.413,967.508,1.250.366,3.500.882,-63.174746811980015,7.842.778,32.18354719892801,SANTA FE,Vera,Paraje 29,SI,SI,SI,SI
906,2021.3284584741598,2.7867005649836347,SI,2.756.294,226.285,200.9846487361808,54.512910512629205,9.571.562,Oct-Dic 2014,29.622141572297647,347.21693832365736,5.049.640,859.413,967.508,1.250.366,3.500.882,295.437778648473,7.842.778,35.389948248584275,SANTA FE,Vera,Pozo de los Indios,SI,SI,SI,SI
907,2016.445434070784,3.121353662753277,SI,2.756.294,226.285,260.7562377022327,298.46820326075147,9.571.562,Oct-Dic 2014,-2.890466999005916,138.72720240169838,5.049.640,859.413,967.508,1.250.366,3.500.882,135.18148771856335,7.842.778,23.666297567197535,SANTA FE,Vera,Pueblo Santa Lucía,SI,SI,SI,SI
908,2018.2918447153324,4.126274384223803,SI,2.756.294,226.285,108.75732596757399,134.47614734017037,9.571.562,Oct-Dic 2014,65.51379604901692,66.84343706272946,5.049.640,859.413,967.508,1.250.366,3.500.882,42.18226888431464,7.842.778,28.143977681134494,SANTA FE,Vera,Tartagal (Est. El Tajamar),SI,SI,SI,SI
909,2020.9522440925705,2.1009346707445644,SI,2.756.294,226.285,-73.05756710169715,144.28867278623616,9.571.562,Oct-Dic 2014,90.04976442052862,381.3076046354821,5.049.640,859.413,967.508,1.250.366,3.500.882,92.84230795232682,7.842.778,21.979191583627617,SANTA FE,Vera,Toba,SI,SI,SI,SI
910,2018.4143241960305,2.165113376089734,SI,2.756.294,226.285,330.11216374344053,124.47724851712356,9.571.562,Oct-Dic 2014,-12.767988056321634,456.2761559092879,5.049.640,859.413,967.508,1.250.366,3.500.882,430.44353481432813,7.842.778,26.827733648392176,SANTA FE,Vera,Vera (Est. Gobernador Vera),SI,SI,SI,SI
911,2016.4323101428058,2.5366684815256586,SI,2.756.294,226.285,459.82036488719757,54.78610917781474,9.571.562,Oct-Dic 2014,178.40016540338848,373.56755886443364,5.049.640,859.413,967.508,1.250.366,3.500.882,-93.41657408461776,7.842.778,34.786386094867424,SANTIAGO DEL ESTERO,Aguirre,Argentina,SI,SI,SI,SI
912,2023.8468217521286,2.187355763575251,SI,2.756.294,226.285,394.06431910813444,205.47654474003986,9.571.562,Oct-Dic 2014,64.39200665849884,-73.54389759430097,5.049.640,859.413,967.508,1.250.366,3.500.882,63.95276768423867,7.842.778,27.301437145507208,SANTIAGO DEL ESTERO,Aguirre,Malbrán,SI,SI,SI,SI
913,2021.3012738012649,3.72495855755842,SI,2.756.294,226.285,311.1582709371735,58.336636441896644,9.571.562,Oct-Dic 2014,21.686490810808834,261.47797348981135,5.049.640,859.413,967.508,1.250.366,3.500.882,291.0964293800896,7.842.778,23.112855179951595,SANTIAGO DEL ESTERO,Aguirre,Villa General Mitre (Est. Pinto),SI,SI,SI,SI
914,2018.04436758196,4.961644671379352,SI,2.756.294,226.285,402.44200430953555,326.15875897137073,9.571.562,Oct-Dic 2014,40.414488722275095,532.9833438987971,5.049.640,859.413,967.508,1.250.366,3.500.882,41.570527837303075,7.842.778,14.229409178569957,SANTIAGO DEL ESTERO,Alberdi,Campo Gallo,SI,SI,SI,SI
915,2016.550691644624,2.579340464003429,SI,2.756.294,226.285,78.96232495866013,40.74435571251959,9.571.562,Oct-Dic 2014,44.06844878578085,309.6357424076676,5.049.640,859.413,967.508,1.250.366,3.500.882,253.99922420898986,7.842.778,15.571561551096494,SANTIAGO DEL ESTERO,Alberdi,Coronel Manuel L. Rico,SI,SI,SI,SI
916,2019.6585532421975,2.612298304341184,SI,2.756.294,226.285,380.86865093549505,49.58651254008727,9.571.562,Oct-Dic 2014,97.04104526169056,673.2024002576297,5.049.640,859.413,967.508,1.250.366,3.500.882,254.49323880695445,7.842.778,12.37791741917382,SANTIAGO DEL ESTERO,Alberdi,Donadeu,SI,SI,SI,SI
917,2021.3089396354085,1.689331327999962,SI,2.756.294,226.285,156.66474722543924,216.29241514403347,9.571.562,Oct-Dic 2014,-27.074572940209386,96.05165795745529,5.049.640,859.413,967.508,1.250.366,3.500.882,240.74666825065384,7.842.778,25.28336701710259,SANTIAGO DEL ESTERO,Alberdi,Sachayoj,SI,SI,SI,SI
918,2022.6408698339383,3.153669006300131,SI,2.756.294,226.285,411.55579862662773,65.00635325525442,9.571.562,Oct-Dic 2014,62.60014014566478,53.156855036814704,5.049.640,859.413,967.508,1.250.366,3.500.882,88.66248082070234,7.842.778,35.80726627089703,SANTIAGO DEL ESTERO,Alberdi,Santos Lugares,SI,SI,SI,SI
919,2020.5712533992412,2.0174882554770113,SI,2.756.294,226.285,695.2221913430875,221.86996272834995,9.571.562,Oct-Dic 2014,-19.744552916595246,106.45691779584382,5.049.640,859.413,967.508,1.250.366,3.500.882,139.30460426125254,7.842.778,8.645843411959039,SANTIAGO DEL ESTERO,Atamisqui,Estación Atamisqui,SI,SI,SI,SI
920,2017.0695826474994,2.6948587376358315,SI,2.756.294,226.285,450.58976455883,191.50807517321405,9.571.562,Oct-Dic 2014,70.03647744196115,41.229502599751356,5.049.640,859.413,967.508,1.250.366,3.500.882,97.50609776470361,7.842.778,15.582892784711825,SANTIAGO DEL ESTERO,Atamisqui,Medellín,SI,SI,SI,SI
921,2018.2749900482993,2.5431807480214066,SI,2.756.294,226.285,416.0774624226049,222.1282852112039,9.571.562,Oct-Dic 2014,64.3141955716742,160.13264121566533,5.049.640,859.413,967.508,1.250.366,3.500.882,226.464632850913,7.842.778,20.760503894045545,SANTIAGO DEL ESTERO,Atamisqui,Villa Atamisqui,SI,SI,SI,SI
922,2015.9525655791588,1.9576848403655687,SI,2.756.294,226.285,296.9720996040727,141.74740982601978,9.571.562,Oct-Dic 2014,29.306998223789762,215.89289531662348,5.049.640,859.413,967.508,1.250.366,3.500.882,201.7633557944174,7.842.778,20.274865765218113,SANTIAGO DEL ESTERO,Avellaneda,Colonia Dora,SI,SI,SI,SI
923,2014.3991228948835,2.777192848483868,SI,2.756.294,226.285,270.4838326343867,189.4584203523463,9.571.562,Oct-Dic 2014,62.17299973311431,318.6040773618597,5.049.640,859.413,967.508,1.250.366,3.500.882,138.44568746800613,7.842.778,14.306208363871846,SANTIAGO DEL ESTERO,Avellaneda,Herrera,SI,SI,SI,SI
924,2013.4834416928138,1.2499468359018318,SI,2.756.294,226.285,302.67744587775985,91.4662582006799,9.571.562,Oct-Dic 2014,0.8446455649596203,299.5110109593864,5.049.640,859.413,967.508,1.250.366,3.500.882,180.96485636843053,7.842.778,22.91378882507942,SANTIAGO DEL ESTERO,Banda,Tramo 20,SI,SI,SI,SI
925,2015.4845339674573,1.740490927112332,SI,2.756.294,226.285,202.61411218619372,66.19730178280199,9.571.562,Oct-Dic 2014,6.965037260545422,169.74965834640827,5.049.640,859.413,967.508,1.250.366,3.500.882,218.95947347805085,7.842.778,36.89086385795077,SANTIAGO DEL ESTERO,Belgrano,Bandera,SI,SI,SI,SI
926,2019.1974216607823,1.243390391810188,SI,2.756.294,226.285,263.25260791296233,89.29994858509241,9.571.562,Oct-Dic 2014,21.580717689329422,223.696770202975,5.049.640,859.413,967.508,1.250.366,3.500.882,2.413871785934589,7.842.778,23.48744240387601,SANTIAGO DEL ESTERO,Belgrano,Cuatro Bocas,SI,SI,SI,SI
927,2015.827729338788,2.592138480799872,SI,2.756.294,226.285,455.4414379602721,114.33415232620095,9.571.562,Oct-Dic 2014,126.55139340689837,165.59133261773442,5.049.640,859.413,967.508,1.250.366,3.500.882,138.77764078759333,7.842.778,20.102121294009343,SANTIAGO DEL ESTERO,Belgrano,Fortín Inca,SI,SI,SI,SI
928,2019.2600591529194,-0.4500501139963924,SI,2.756.294,226.285,305.94450719264603,79.2566029542956,9.571.562,Oct-Dic 2014,35.025252494040004,-21.814533748041924,5.049.640,859.413,967.508,1.250.366,3.500.882,233.79933712890193,7.842.778,30.50808500759479,SANTIAGO DEL ESTERO,Belgrano,Guardia Escolta,SI,SI,SI,SI
929,2014.1420780458104,1.9854808999808071,SI,2.756.294,226.285,206.61778138266502,150.6614918498293,9.571.562,Oct-Dic 2014,17.860242040307845,129.642129246024,5.049.640,859.413,967.508,1.250.366,3.500.882,199.608606289497,7.842.778,27.346908848242204,SANTIAGO DEL ESTERO,Capital,El Deán,SI,SI,SI,SI
930,2017.0695666691763,2.5729410536940667,SI,2.756.294,226.285,24.314482561302356,136.54263129713053,9.571.562,Oct-Dic 2014,25.061936655104645,-37.81290568481114,5.049.640,859.413,967.508,1.250.366,3.500.882,33.21564620421252,7.842.778,32.34272258847689,SANTIAGO DEL ESTERO,Capital,El Mojón,SI,SI,SI,SI
931,2014.0313434791774,2.2114869635373733,SI,2.756.294,226.285,376.788061361122,269.52674478433704,9.571.562,Oct-Dic 2014,32.232036640707776,77.73203299646315,5.049.640,859.413,967.508,1.250.366,3.500.882,268.8218563219449,7.842.778,18.687433837718487,SANTIAGO DEL ESTERO,Capital,El Zanjón,SI,SI,SI,SI
932,2019.3078944978765,1.905369221322867,SI,2.756.294,226.285,278.78326627374526,184.62651331445363,9.571.562,Oct-Dic 2014,49.81947711746935,209.77015074430838,5.049.640,859.413,967.508,1.250.366,3.500.882,42.77201899713201,7.842.778,26.36283269502547,SANTIAGO DEL ESTERO,Capital,Los Cardozos,SI,SI,SI,SI
933,2018.7452955602337,2.3100354811879042,SI,2.756.294,226.285,177.19552598744804,-42.996983132339494,9.571.562,Oct-Dic 2014,-63.55803935383977,407.4892891113632,5.049.640,859.413,967.508,1.250.366,3.500.882,-12.412797561197806,7.842.778,21.367433576365954,SANTIAGO DEL ESTERO,Capital,Maco,SI,SI,SI,SI
934,2017.115636689105,2.6779215588030043,SI,2.756.294,226.285,263.87941369837273,172.98300282275417,9.571.562,Oct-Dic 2014,142.55946936830955,-114.21977327915772,5.049.640,859.413,967.508,1.250.366,3.500.882,103.88037744358226,7.842.778,25.08139363752293,SANTIAGO DEL ESTERO,Capital,Maquito,SI,SI,SI,SI
935,2014.255736779814,-0.35263932672492615,SI,2.756.294,226.285,286.4050503434057,102.1850315602009,9.571.562,Oct-Dic 2014,77.44292038887764,252.5973441448686,5.049.640,859.413,967.508,1.250.366,3.500.882,-40.75542349788765,7.842.778,33.92799676305948,SANTIAGO DEL ESTERO,Capital,Morales,SI,SI,SI,SI
936,2022.2810933183493,3.442844396820161,SI,2.756.294,226.285,257.10990427366073,145.18400403037094,9.571.562,Oct-Dic 2014,61.04488379255844,366.59164973524844,5.049.640,859.413,967.508,1.250.366,3.500.882,-5.753218461236713,7.842.778,27.423650632008385,SANTIAGO DEL ESTERO,Capital,Puesto de San Antonio,SI,SI,SI,SI
937,2019.8299537094408,3.409652304247364,SI,2.756.294,226.285,507.383711927155,83.31137833347931,9.571.562,Oct-Dic 2014,170.17054524693756,55.27853003765341,5.049.640,859.413,967.508,1.250.366,3.500.882,107.57986525747778,7.842.778,35.00398114035909,SANTIAGO DEL ESTERO,Capital,San Pedro,SI,SI,SI,SI
938,2014.4922983614674,4.455860800947779,SI,2.756.294,226.285,513.7322459956094,170.68871976494447,9.571.562,Oct-Dic 2014,169.881985038315,5.261044412864635,5.049.640,859.413,967.508,1.250.366,3.500.882,-78.35295877010373,7.842.778,16.9584889860881,SANTIAGO DEL ESTERO,Capital,Santa María,SI,SI,SI,SI
939,2020.711105839507,2.1119689169041385,SI,2.756.294,226.285,326.3479525160359,208.8914651828379,9.571.562,Oct-Dic 2014,-17.72849694743281,128.31534676201727,5.049.640,859.413,967.508,1.250.366,3.500.882,9.69911903395655,7.842.778,19.97630371081255,SANTIAGO DEL ESTERO,Avellaneda,Icaño,SI,SI,SI,SI
940,2018.0538137267642,1.922755482217715,SI,2.756.294,226.285,402.7305835552621,250.23847669419015,9.571.562,Oct-Dic 2014,19.238335027232903,164.84833372371037,5.049.640,859.413,967.508,1.250.366,3.500.882,61.40132146772964,7.842.778,-3.43317918184286,SANTIAGO DEL ESTERO,Avellaneda,Lugones,SI,SI,SI,SI
941,2016.0181978099145,2.638320478175024,SI,2.756.294,226.285,243.07210763872928,110.67467551193403,9.571.562,Oct-Dic 2014,70.90534769041389,431.4422301258778,5.049.640,859.413,967.508,1.250.366,3.500.882,-23.424474693420308,7.842.778,16.438386657863468,SANTIAGO DEL ESTERO,Avellaneda,Real Sayana,SI,SI,SI,SI
942,2012.211241882977,2.31491749290674,SI,2.756.294,226.285,219.75116319274764,192.8165706772543,9.571.562,Oct-Dic 2014,86.32150572372377,418.2059331941171,5.049.640,859.413,967.508,1.250.366,3.500.882,330.3127850262491,7.842.778,40.95419290686791,SANTIAGO DEL ESTERO,Avellaneda,Villa Mailín,SI,SI,SI,SI
943,2019.2098458873138,2.424192245185534,SI,2.756.294,226.285,141.13916661922858,104.73421222365634,9.571.562,Oct-Dic 2014,79.33593018428843,386.39263342012026,5.049.640,859.413,967.508,1.250.366,3.500.882,199.69119450013756,7.842.778,18.843096188004218,SANTIAGO DEL ESTERO,Banda,Abra Grande,SI,SI,SI,SI
944,2016.0152567592183,1.397881711897259,SI,2.756.294,226.285,57.30719394885796,-62.11668381935016,9.571.562,Oct-Dic 2014,58.617213587562105,163.3827141005483,5.049.640,859.413,967.508,1.250.366,3.500.882,17.27002294796418,7.842.778,20.69391647758201,SANTIAGO DEL ESTERO,Banda,Antajé,SI,SI,SI,SI
945,2018.7617657547225,2.398744568157156,SI,2.756.294,226.285,73.63752223194359,101.91804154842606,9.571.562,Oct-Dic 2014,16.799586659728625,195.87824508193435,5.049.640,859.413,967.508,1.250.366,3.500.882,237.4060398547822,7.842.778,45.19316778622478,SANTIAGO DEL ESTERO,Banda,Ardiles,SI,SI,SI,SI
946,2016.2406710889954,2.396846073434432,SI,2.756.294,226.285,413.13388231322324,163.24774438732103,9.571.562,Oct-Dic 2014,71.65053543622591,244.79777349451035,5.049.640,859.413,967.508,1.250.366,3.500.882,87.42231300574764,7.842.778,19.019249595708075,SANTIAGO DEL ESTERO,Banda,Cañada Escobar,SI,SI,SI,SI
947,2016.604676100974,1.0512478133919902,SI,2.756.294,226.285,370.17266278982015,142.28719775459706,9.571.562,Oct-Dic 2014,102.83467183036544,199.05329678126895,5.049.640,859.413,967.508,1.250.366,3.500.882,-37.030847132060615,7.842.778,6.839924473550681,SANTIAGO DEL ESTERO,Banda,Chaupi Pozo,SI,SI,SI,SI
948,2019.3975330260475,2.9648754896690708,SI,2.756.294,226.285,-84.04023154270965,9.785428382912414,9.571.562,Oct-Dic 2014,-2.8715633764071313,372.06492131155306,5.049.640,859.413,967.508,1.250.366,3.500.882,26.577642779231994,7.842.778,20.191767274347658,SANTIAGO DEL ESTERO,Banda,Clodomira,SI,SI,SI,SI
949,2018.0832407057876,2.2581168521436257,SI,2.756.294,226.285,713.6364345296406,18.365277034228455,9.571.562,Oct-Dic 2014,72.40183082213278,127.42738529397938,5.049.640,859.413,967.508,1.250.366,3.500.882,-1.1027332372199226,7.842.778,20.38098031077351,SANTIAGO DEL ESTERO,Banda,Huyamampa,SI,SI,SI,SI
950,2016.0078822818691,3.079993866008275,SI,2.756.294,226.285,357.3299213830762,37.46258883099128,9.571.562,Oct-Dic 2014,146.9452144192616,397.8018244452911,5.049.640,859.413,967.508,1.250.366,3.500.882,151.99820558100538,7.842.778,19.52670170775365,SANTIAGO DEL ESTERO,Banda,La Aurora,SI,SI,SI,SI
